0.176213,0.039206,0.661841,0.147255
0.178962,0.041995,0.707927,0.166119
0.166285,0.034876,0.681832,0.143005
0.168794,0.037086,0.696733,0.153080
0.173214,0.038868,0.673919,0.151225
0.192986,0.044218,0.594345,0.136179
0.174434,0.037567,0.664879,0.143191
0.188190,0.043485,0.622081,0.143744
0.172067,0.038168,0.681910,0.151261
0.177491,0.040716,0.656585,0.150619
0.167403,0.037760,0.699449,0.157769
0.177986,0.039378,0.655398,0.145001
0.180633,0.040497,0.638901,0.143239
0.176325,0.038007,0.645359,0.139107
0.178469,0.039261,0.635053,0.139703
0.168836,0.037455,0.679526,0.150750
0.172162,0.036805,0.667818,0.142769
0.175847,0.038686,0.641680,0.141169
0.169366,0.038772,0.685464,0.156920
0.183016,0.039993,0.635873,0.138951
0.183517,0.040737,0.627433,0.139276
0.170677,0.037256,0.682515,0.148982
0.176399,0.040269,0.678322,0.154849
0.176258,0.038765,0.647724,0.142455
0.173492,0.038768,0.673707,0.150545
0.170665,0.037993,0.692678,0.154204
0.175493,0.038588,0.662183,0.145604
0.178444,0.039666,0.652151,0.144966
0.178962,0.039590,0.653568,0.144583
0.181169,0.038624,0.640254,0.136498
0.185867,0.038075,0.576465,0.118090
0.179487,0.036813,0.604379,0.123960
0.164120,0.036012,0.703726,0.154413
0.183299,0.040037,0.639631,0.139712
0.184363,0.043133,0.663437,0.155217
0.183394,0.041483,0.633134,0.143213
0.175144,0.041125,0.674635,0.158409
0.181799,0.040034,0.638533,0.140612
0.166633,0.037123,0.718636,0.160099
0.171631,0.037560,0.693078,0.151673
0.181908,0.038817,0.621381,0.132597
0.179618,0.042668,0.677431,0.160924
0.179998,0.042419,0.660901,0.155752
0.171773,0.038337,0.683480,0.152544
0.174817,0.040999,0.685109,0.160674
0.181309,0.037759,0.616793,0.128453
0.179706,0.040001,0.644090,0.143369
0.190997,0.044664,0.625370,0.146240
0.187463,0.042021,0.614749,0.137801
0.184275,0.043331,0.670899,0.157758
0.172459,0.038320,0.665789,0.147936
0.168133,0.036240,0.680678,0.146714
0.179167,0.040918,0.667556,0.152455
0.170212,0.037997,0.694803,0.155105
0.175775,0.040719,0.676300,0.156667
0.180908,0.042181,0.666211,0.155337
0.173980,0.037546,0.641275,0.138390
0.167530,0.036759,0.689006,0.151180
0.172697,0.038456,0.679297,0.151267
0.168481,0.037594,0.686661,0.153217
0.178808,0.039694,0.647528,0.143746
0.172487,0.037695,0.666334,0.145618
0.182780,0.040429,0.632862,0.139980
0.187250,0.040885,0.593356,0.129557
0.177614,0.039663,0.651737,0.145540
0.196442,0.045350,0.585678,0.135206
0.170476,0.037761,0.689088,0.152635
0.183145,0.040965,0.625167,0.139833
0.174699,0.040256,0.687213,0.158355
0.178800,0.038588,0.642253,0.138608
0.182367,0.043201,0.664533,0.157422
0.193550,0.045903,0.604777,0.143431
0.170799,0.039472,0.692430,0.160023
0.178568,0.041645,0.661152,0.154190
0.170169,0.038120,0.679301,0.152171
0.175079,0.039849,0.677904,0.154295
0.171201,0.038053,0.669252,0.148755
0.172985,0.037299,0.669069,0.144264
0.175163,0.039793,0.673930,0.153101
0.177454,0.038385,0.624514,0.135090
0.180141,0.036115,0.600587,0.120406
0.187684,0.039769,0.566427,0.120021
0.174957,0.037980,0.665187,0.144398
0.169859,0.035500,0.682563,0.142652
0.176475,0.040284,0.670677,0.153097
0.185728,0.041411,0.628793,0.140199
0.175133,0.037866,0.664453,0.143665
0.175491,0.040040,0.664819,0.151683
0.177270,0.041278,0.693623,0.161513
0.173511,0.038076,0.672862,0.147656
0.165867,0.037522,0.721579,0.163232
0.180635,0.040117,0.648575,0.144040
0.176353,0.040284,0.668661,0.152740
0.173680,0.038950,0.672893,0.150906
0.178084,0.038844,0.683367,0.149056
0.178972,0.038090,0.622853,0.132558
0.174526,0.038004,0.663480,0.144476
0.174384,0.038746,0.672648,0.149455
0.174487,0.036373,0.647752,0.135030
0.170794,0.038210,0.678901,0.151884
