0.163472,0.021491,0.619917,0.081499
0.167024,0.023640,0.543235,0.076886
0.157887,0.020980,0.648060,0.086115
0.155067,0.021721,0.615170,0.086168
0.155270,0.019901,0.615423,0.078879
0.171687,0.023830,0.553390,0.076809
0.161517,0.023316,0.558802,0.080668
0.153409,0.020237,0.632502,0.083437
0.154666,0.024781,0.656883,0.105249
0.167662,0.019723,0.634234,0.074608
0.162294,0.020123,0.502649,0.062325
0.154156,0.021432,0.581043,0.080783
0.160088,0.021609,0.549579,0.074182
0.167091,0.022685,0.545902,0.074113
0.154674,0.021226,0.638785,0.087661
0.163727,0.019641,0.620397,0.074422
0.160006,0.022874,0.589348,0.084252
0.162046,0.021337,0.618578,0.081448
0.158255,0.022959,0.620570,0.090029
0.175335,0.021038,0.546346,0.065553
0.158393,0.020997,0.632228,0.083809
0.151181,0.021326,0.650885,0.091817
0.174951,0.026383,0.515959,0.077807
0.174541,0.020752,0.562512,0.066879
0.161464,0.023316,0.545150,0.078721
0.161128,0.020488,0.607446,0.077237
0.156912,0.022441,0.595349,0.085144
0.165655,0.021745,0.621684,0.081605
0.164450,0.022197,0.609639,0.082288
0.161185,0.018728,0.632287,0.073467
0.149908,0.019157,0.616420,0.078774
0.165728,0.022123,0.505403,0.067465
0.162467,0.020496,0.632119,0.079745
0.153336,0.020571,0.623928,0.083702
0.156002,0.022370,0.636491,0.091270
0.161255,0.022541,0.646229,0.090335
0.147013,0.021785,0.637879,0.094522
0.170266,0.019852,0.646788,0.075413
0.155913,0.020906,0.674009,0.090375
0.158816,0.023637,0.642202,0.095581
0.162706,0.021462,0.656327,0.086574
0.157883,0.022975,0.623588,0.090743
0.159160,0.021500,0.616264,0.083247
0.150847,0.022182,0.701449,0.103146
0.170623,0.024376,0.535473,0.076501
0.161989,0.021549,0.546997,0.072766
0.151999,0.020701,0.612210,0.083377
0.177308,0.021863,0.534326,0.065886
0.172111,0.022959,0.583709,0.077863
0.145413,0.020181,0.710261,0.098573
0.169402,0.023615,0.533022,0.074305
0.154919,0.019849,0.683874,0.087621
0.163825,0.021607,0.589792,0.077787
0.153747,0.021856,0.684772,0.097343
0.157581,0.023510,0.586691,0.087530
0.156217,0.022871,0.666021,0.097508
0.165337,0.021001,0.609032,0.077358
0.159366,0.022593,0.653543,0.092650
0.153101,0.023525,0.625963,0.096185
0.153562,0.022209,0.595426,0.086115
0.174347,0.021620,0.617222,0.076538
0.164842,0.021855,0.539265,0.071498
0.158127,0.020545,0.569019,0.073932
0.156662,0.022585,0.679866,0.098010
0.161541,0.019924,0.664023,0.081899
0.162785,0.023663,0.578264,0.084060
0.158003,0.023581,0.592178,0.088377
0.170291,0.023577,0.589008,0.081550
0.167579,0.019636,0.577181,0.067629
0.159928,0.023670,0.585265,0.086621
0.161969,0.022721,0.580484,0.081430
0.158327,0.023573,0.623823,0.092880
0.165507,0.026984,0.598888,0.097643
0.164714,0.022351,0.618721,0.083956
0.167829,0.024530,0.614025,0.089748
0.166316,0.020269,0.591792,0.072123
0.168131,0.019314,0.586537,0.067378
0.161509,0.019494,0.678447,0.081886
0.172634,0.022504,0.543777,0.070886
0.160744,0.023520,0.595041,0.087065
0.147397,0.021028,0.649865,0.092712
0.162627,0.020881,0.621794,0.079839
0.164960,0.022186,0.588259,0.079116
0.166632,0.022361,0.552544,0.074147
0.162184,0.021244,0.628156,0.082281
0.151798,0.022239,0.636715,0.093281
0.156743,0.022415,0.632068,0.090389
0.156104,0.022765,0.662432,0.096602
0.160768,0.026010,0.605984,0.098038
0.155125,0.023815,0.640633,0.098350
0.146840,0.021649,0.653154,0.096298
0.153892,0.022667,0.677240,0.099752
0.142766,0.018676,0.688638,0.090085
0.154718,0.021173,0.601387,0.082298
0.154660,0.020431,0.582442,0.076942
0.170251,0.022959,0.554103,0.074721
0.160518,0.020283,0.570514,0.072090
0.160187,0.020845,0.639407,0.083204
0.159803,0.021834,0.624040,0.085262
0.163738,0.020739,0.549908,0.069651
